LotArea,LotFrontage,LotShape,LotConfig,LandContour,LandSlope,Neighborhood,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,WoodDeckSF,PoolArea,YrSold,SalePrice,AgeSinceRemod/Add,TotRms,PorchArea,LocationRank,OverallQualCond,ExterQualCond,BsmtQualCond,GarageQualCond
7000,43,Reg,Inside,Lvl,Gtl,SWISU,7,8,3,3,3,3,624,5,1,1479,4,2,4,312,3,3,530,0,2006,160000,9,6,56,1,56,9,9,9
3940,69,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,4,3,1393,5,1,1576,4,1,3,668,3,3,143,0,2008,219990,4,6,20,4,35,12,12,9
9382,93,IR1,CulDSac,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1468,5,1,1479,4,0,0,577,3,3,120,0,2008,191000,8,6,25,3,35,12,12,9
6854,55,Reg,Inside,Bnk,Mod,BrkSide,5,7,3,4,3,3,756,3,0,1060,3,1,4,308,2,3,0,0,2007,136500,13,4,215,2,35,12,9,6
11515,69,IR1,CulDSac,Lvl,Gtl,Edwards,4,5,3,3,0,0,0,3,0,943,4,0,0,308,3,3,0,0,2007,80000,13,5,60,1,20,9,0,9
13837,69,IR1,Corner,Lvl,Gtl,NWAmes,7,5,4,4,4,4,1204,4,1,2183,4,0,0,786,3,3,0,0,2006,229000,18,8,0,3,35,16,16,9
9938,80,Reg,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,1050,5,1,1949,4,1,3,574,3,3,156,0,2010,236000,16,8,90,3,35,12,12,9
12633,85,IR1,Inside,HLS,Gtl,Timber,10,5,5,3,5,3,1824,5,1,1824,5,1,4,932,3,3,160,0,2007,392000,0,6,144,3,50,15,15,9
6876,57,Reg,Inside,Lvl,Gtl,IDOTRR,6,5,3,3,3,2,720,2,1,1930,3,0,0,316,3,3,0,0,2009,149000,59,8,213,1,30,9,6,9
3951,36,IR1,Inside,Lvl,Gtl,Somerst,10,5,5,3,4,3,970,5,1,2393,5,1,3,846,3,3,0,0,2008,345000,9,7,184,4,50,15,12,9
9856,62,Reg,Corner,Lvl,Gtl,OldTown,5,8,4,4,2,3,716,5,1,2014,3,0,0,624,3,3,0,0,2006,169000,1,8,239,2,40,16,6,9
17808,84,Reg,Inside,Lvl,Gtl,Edwards,4,5,3,3,3,3,484,3,0,1242,3,0,0,336,3,3,0,0,2007,109900,57,4,0,1,20,9,9,9
9627,74,Reg,Inside,Lvl,Mod,Mitchel,7,5,3,3,4,3,996,5,1,2000,3,1,3,650,3,3,190,0,2006,188000,12,7,48,2,35,9,12,9
6000,50,Reg,Inside,Lvl,Gtl,BrkSide,6,6,3,2,3,3,780,5,1,1412,3,1,4,280,3,3,45,0,2009,132500,59,6,0,2,36,6,9,9
9757,65,Reg,Inside,Low,Mod,CollgCr,5,7,3,4,3,3,990,5,1,990,3,0,0,440,3,3,66,0,2009,143000,15,6,92,3,35,12,9,9
9280,58,Reg,Inside,Lvl,Gtl,Edwards,5,6,3,3,2,3,1342,5,1,1342,3,0,0,256,3,3,0,0,2007,125000,56,7,0,1,30,9,6,9
14780,120,IR1,Corner,HLS,Mod,NridgHt,9,5,5,3,5,3,1868,5,1,1868,5,1,4,1085,3,3,354,0,2006,415000,1,6,212,4,45,15,15,9
7740,60,Reg,Inside,Lvl,Gtl,OldTown,4,7,3,3,2,3,622,4,1,1363,3,0,0,528,3,3,0,0,2010,125500,60,5,168,2,28,9,6,9
9600,80,Reg,Inside,Lvl,Gtl,NAmes,6,6,3,3,3,3,1240,4,1,1632,3,1,4,338,3,3,289,0,2009,139000,21,7,0,2,36,9,9,9
13478,97,IR1,Corner,Lvl,Gtl,NridgHt,10,5,5,3,5,3,1722,5,1,2296,5,1,4,842,3,3,382,0,2009,451950,1,8,274,4,50,15,15,9
10926,65,Reg,Inside,Lvl,Gtl,Edwards,5,5,3,3,3,3,1678,3,1,1678,3,0,0,0,0,0,0,0,2009,119900,50,10,0,1,25,9,9,0
6853,69,IR1,Inside,Lvl,Gtl,Timber,8,5,4,3,5,3,1267,5,1,1296,4,0,0,471,3,3,192,0,2009,220000,7,6,25,3,40,12,15,9
10667,85,Reg,Inside,Lvl,Gtl,NAmes,6,6,3,3,3,3,1587,3,1,1587,3,1,4,525,3,3,0,0,2007,167300,36,6,44,2,36,9,9,9
8212,45,Reg,Inside,Lvl,Gtl,Edwards,5,6,3,3,3,3,720,5,1,1298,3,2,4,256,3,3,84,0,2009,122000,59,5,0,1,30,9,9,9
9100,70,Reg,Inside,Lvl,Gtl,Sawyer,5,5,3,3,3,3,1728,3,1,1728,3,0,0,504,3,3,0,0,2006,125000,43,11,0,1,25,9,9,9
6000,50,Reg,Inside,Lvl,Gtl,OldTown,5,6,3,3,3,3,928,4,1,928,3,0,0,288,3,3,0,0,2008,112500,51,5,0,2,30,9,9,9
9316,78,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,879,5,1,1795,4,0,0,578,3,3,164,0,2007,191000,1,7,111,3,35,12,12,9
9464,75,Reg,Corner,Lvl,Gtl,NAmes,6,7,3,4,3,3,1080,4,1,1080,3,0,0,288,3,3,0,0,2008,136000,50,5,130,2,42,12,9,9
10400,80,Reg,Corner,Lvl,Gtl,CollgCr,7,5,3,3,4,3,866,5,1,1779,4,0,0,546,3,3,198,0,2009,197900,11,7,36,3,35,9,12,9
5310,59,Reg,Corner,Lvl,Gtl,OldTown,6,8,3,4,3,2,485,4,1,1635,4,0,0,255,2,3,394,0,2006,117000,3,4,0,2,48,12,6,6
7406,64,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1199,5,1,1220,4,0,0,632,3,3,105,0,2006,194000,0,6,54,3,35,12,12,9
4538,69,IR1,Inside,Lvl,Gtl,Somerst,9,5,4,3,5,3,1310,5,1,1310,4,1,3,545,3,3,277,0,2008,285000,7,5,45,4,45,12,15,9
10106,62,Reg,Inside,Lvl,Gtl,Edwards,5,7,3,4,3,3,644,4,1,1355,3,0,0,0,0,0,140,0,2008,127500,9,9,0,1,35,12,9,0
13346,69,IR1,CulDSac,Lvl,Gtl,NoRidge,7,5,4,3,4,3,1095,5,1,2295,4,1,3,590,3,3,0,0,2006,268000,6,9,40,4,35,12,12,9
9639,57,Reg,Inside,Lvl,Gtl,OldTown,4,8,3,3,3,3,1075,5,1,1798,3,0,0,342,3,3,0,0,2007,137000,57,8,160,2,32,9,9,9
15387,69,IR1,CulDSac,Lvl,Gtl,NWAmes,7,7,3,3,3,3,1620,5,1,1620,4,1,4,578,3,3,0,0,2008,215000,41,7,254,3,49,9,9,9
10050,75,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,1216,3,1,1216,3,0,0,336,3,3,0,0,2007,129500,52,6,0,2,25,9,9,9
6240,69,Reg,Inside,Lvl,Gtl,BrkSide,5,4,3,3,4,3,896,4,1,1344,3,0,0,240,2,3,200,0,2006,115000,56,5,114,2,20,9,12,6
7506,45,Reg,Corner,Lvl,Gtl,OldTown,5,8,3,4,3,3,747,3,1,1159,3,0,0,288,2,3,84,0,2008,114000,58,5,96,2,40,12,9,6
8900,69,Reg,Inside,Lvl,Gtl,SawyerW,4,4,3,3,3,3,1056,3,1,1056,3,0,0,384,3,3,0,0,2006,107000,40,5,42,3,16,9,9,9
8480,80,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,832,3,1,1216,3,0,0,336,3,3,158,0,2008,118500,58,4,102,2,25,9,9,9
6000,50,Reg,Corner,Lvl,Gtl,BrkSide,6,7,3,3,3,3,862,3,1,1158,3,1,4,208,3,3,0,0,2008,120000,58,5,112,2,42,9,9,9
8847,74,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,1538,5,1,1538,4,0,0,484,3,3,146,0,2007,260000,2,7,40,4,40,12,12,9
8050,69,IR1,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,1143,3,1,1143,3,0,0,308,3,3,0,0,2010,136000,51,6,0,2,25,9,9,9
8294,70,Reg,Inside,Lvl,Gtl,NAmes,4,5,3,3,3,3,858,3,1,872,3,0,0,480,3,3,0,0,2007,123000,36,5,0,2,20,9,9,9
7920,69,IR1,Inside,Lvl,Gtl,IDOTRR,6,7,3,2,3,3,319,3,1,1406,2,0,0,0,0,0,0,0,2008,89500,58,5,144,1,42,6,9,0
18494,100,IR1,Corner,Lvl,Gtl,Gilbert,6,5,4,3,4,3,1324,5,1,1324,4,0,0,430,3,3,36,0,2010,199500,5,6,23,2,30,12,12,9
7162,69,IR1,Inside,Lvl,Gtl,Sawyer,5,7,3,3,3,3,876,3,1,904,3,0,0,408,3,3,0,0,2008,109900,42,5,0,1,35,9,9,9
10918,53,Reg,Inside,Lvl,Gtl,Crawfor,7,9,4,3,4,3,1276,5,1,2080,4,2,4,282,3,3,0,0,2009,234000,5,6,145,3,63,12,12,9
4435,37,Reg,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,848,5,1,848,4,1,4,420,3,3,140,0,2006,155900,2,4,0,3,30,12,12,9
11250,69,Reg,Inside,Lvl,Gtl,ClearCr,4,5,3,3,3,3,1104,5,1,1788,3,2,3,304,3,3,120,0,2009,161500,20,8,0,1,20,9,9,9
14375,69,IR1,CulDSac,Lvl,Gtl,Timber,6,6,3,3,3,3,819,4,1,1344,4,1,4,525,3,3,0,0,2009,137500,51,6,351,3,36,9,9,9
9045,100,Reg,Inside,Lvl,Gtl,OldTown,5,3,3,2,3,3,840,2,0,2256,2,0,0,0,0,0,0,0,2010,76500,60,8,36,2,15,6,9,0
10029,97,IR1,Corner,Lvl,Gtl,ClearCr,6,5,4,3,4,3,1151,3,1,2060,3,1,3,521,3,3,0,0,2007,211000,18,9,420,1,30,12,12,9
4060,34,Reg,Inside,Lvl,Gtl,NAmes,6,5,4,3,4,3,1405,5,1,1337,4,0,0,511,3,3,144,0,2008,181000,9,6,68,2,30,12,12,9
9020,82,Reg,Inside,Lvl,Gtl,NAmes,6,7,3,3,3,3,1127,3,1,1165,3,0,0,490,4,4,0,0,2008,174900,42,7,129,2,42,9,9,16
11777,96,IR1,Inside,Lvl,Gtl,Sawyer,5,6,3,3,3,3,1164,5,1,1320,3,2,2,564,3,3,160,0,2006,164500,40,6,308,1,30,9,9,9
10171,70,IR1,Inside,Lvl,Gtl,NridgHt,7,5,4,3,4,3,1517,5,1,1535,4,0,0,532,3,3,0,0,2010,214000,6,6,0,4,35,12,12,9
10400,80,Reg,Inside,Lvl,Gtl,NWAmes,7,6,3,3,4,3,738,3,1,2044,3,1,3,489,3,3,28,0,2008,185000,20,7,73,3,42,9,12,9
6240,52,Reg,Inside,Lvl,Gtl,BrkSide,4,7,3,3,3,3,704,5,1,1136,3,0,0,336,3,3,0,0,2008,123000,58,5,445,2,28,9,9,9
12150,69,IR1,CulDSac,Bnk,Gtl,Mitchel,6,6,3,3,4,3,1001,3,1,1299,4,1,1,486,3,3,84,0,2007,183500,28,6,222,2,36,9,12,9
2645,24,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,776,5,1,1441,4,0,0,492,3,3,206,0,2007,174000,7,6,0,4,40,12,12,9
22692,69,IR1,Inside,Lvl,Gtl,Edwards,5,5,3,3,3,3,1073,3,1,1630,3,1,3,649,3,3,0,0,2007,130000,54,6,64,1,25,9,9,9
9600,60,Reg,Inside,Lvl,Gtl,OldTown,7,7,3,3,3,4,728,5,1,1641,5,1,4,546,2,3,0,0,2006,178000,16,7,234,2,49,9,12,6
13830,74,IR1,Inside,Lvl,Gtl,Gilbert,5,5,3,3,4,3,928,4,1,1629,3,1,3,482,3,3,212,0,2010,189900,12,7,34,2,25,9,12,9
4435,69,Reg,Inside,Lvl,Gtl,CollgCr,6,5,4,3,4,3,848,5,1,848,4,0,0,420,3,3,140,0,2009,144000,5,4,0,3,30,12,12,9
5890,69,Reg,Corner,Lvl,Gtl,IDOTRR,6,8,4,4,3,3,816,5,1,816,3,0,0,432,3,3,0,0,2008,120500,1,4,96,1,48,16,9,9
10859,112,Reg,Corner,Lvl,Gtl,CollgCr,5,5,3,3,4,3,1097,5,1,1097,3,0,0,672,3,3,392,0,2009,145000,14,6,64,3,25,9,12,9
5330,41,Reg,Inside,Lvl,Gtl,StoneBr,8,5,4,3,4,3,1494,5,1,1652,5,0,0,499,3,3,96,0,2007,251000,7,6,48,4,40,12,12,9
10778,72,Reg,Inside,Lvl,Gtl,Sawyer,4,5,3,3,3,3,1768,3,0,1768,3,0,0,0,0,0,0,0,2010,136500,42,8,0,1,20,9,9,0
6845,74,Reg,Inside,Lvl,Gtl,Edwards,4,5,3,3,0,0,0,3,0,1152,3,0,0,0,0,0,0,0,2008,82500,53,6,0,1,20,9,0,0
21780,109,Reg,Inside,Lvl,Gtl,IDOTRR,2,4,2,2,0,0,0,3,0,810,3,0,0,280,3,3,119,0,2009,57625,59,3,24,1,8,4,0,9
10307,80,IR1,Inside,Lvl,Gtl,NridgHt,7,5,4,3,4,3,1350,5,1,1358,4,1,4,484,3,3,192,0,2009,212500,1,6,26,4,35,12,12,9
4500,32,Reg,FR2,Lvl,Gtl,Mitchel,6,5,3,3,5,3,1216,5,1,1216,3,0,0,402,3,3,0,0,2006,164000,8,6,125,2,30,9,15,9
9060,75,Reg,Inside,Lvl,Gtl,IDOTRR,6,5,3,3,3,3,967,4,1,1638,4,0,0,384,3,3,0,0,2006,139000,49,7,21,1,30,9,9,9
2160,24,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,600,5,1,1252,4,0,0,462,3,3,0,0,2008,160000,8,7,48,4,35,12,12,9
7669,70,Reg,Inside,Lvl,Gtl,Mitchel,5,6,3,3,4,3,828,3,1,883,3,1,2,698,3,3,100,0,2009,149000,16,5,32,2,30,9,12,9
9858,62,Reg,Inside,Lvl,Gtl,Mitchel,5,6,3,3,3,3,864,3,1,874,3,0,0,288,3,3,33,0,2009,130000,41,6,0,2,30,9,9,9
10300,50,IR1,Inside,Bnk,Gtl,OldTown,7,6,3,3,3,3,576,4,1,1710,3,0,0,480,3,3,12,0,2010,140000,60,6,75,2,42,9,9,9
8125,65,Reg,Corner,Lvl,Gtl,Somerst,8,5,4,3,4,3,1836,5,1,1836,4,1,4,517,3,3,0,0,2009,264500,0,6,175,4,40,12,12,9
14850,69,IR1,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,1092,3,1,1092,3,1,3,299,3,3,268,0,2006,141000,49,5,122,2,25,9,9,9
4274,35,IR1,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,1241,5,1,1241,4,0,0,569,3,3,0,0,2007,199900,0,5,116,4,35,12,12,9
9650,80,Reg,Inside,Lvl,Gtl,NWAmes,6,5,3,3,4,3,1350,3,1,1334,3,1,3,630,3,3,0,0,2009,167900,32,6,16,3,30,9,12,9
14585,69,IR1,CulDSac,Lvl,Gtl,NAmes,6,6,3,3,3,3,1144,5,1,1429,4,2,4,572,3,3,216,0,2007,181900,20,6,110,2,36,9,9,9
9000,75,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,1566,5,1,1566,4,0,0,750,3,3,144,0,2010,262500,2,7,168,4,40,12,12,9
13774,69,IR1,Inside,Lvl,Gtl,NWAmes,7,7,3,4,4,3,908,5,1,2288,4,2,3,520,3,3,321,0,2009,230000,17,8,228,3,49,12,12,9
5119,50,IR1,CulDSac,Lvl,Gtl,Somerst,9,5,4,3,5,3,1698,5,1,1709,4,1,3,506,3,3,97,0,2008,328900,8,6,65,4,45,12,15,9
9254,71,IR1,Inside,Lvl,Gtl,NridgHt,8,5,4,3,4,3,1721,5,1,1721,4,0,0,554,3,3,168,0,2007,232698,2,7,27,4,40,12,12,9
10324,95,IR1,Corner,Lvl,Gtl,CollgCr,8,5,4,3,4,3,1254,5,1,1254,4,0,0,810,3,3,168,0,2009,221800,1,6,92,3,40,12,12,9
8375,63,Reg,Corner,Lvl,Gtl,Sawyer,5,7,3,3,3,3,576,4,1,1350,4,0,0,627,3,3,0,0,2008,152400,35,6,0,1,35,9,9,9
9750,75,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1630,5,1,1630,4,1,3,451,3,3,74,0,2009,213000,8,6,234,3,35,12,12,9
7632,74,IR1,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,784,5,1,1585,4,0,0,449,3,3,100,0,2006,184900,1,7,77,3,35,12,12,9
15750,90,Reg,Corner,Lvl,Gtl,Crawfor,5,5,3,3,3,3,1165,3,1,1336,3,2,4,375,3,3,0,0,2006,157000,53,5,0,3,25,9,9,9
9240,69,IR1,Inside,Lvl,Gtl,Sawyer,5,6,3,3,3,3,864,4,1,1211,3,1,3,576,3,3,161,0,2006,144000,4,4,0,1,30,9,9,9
10400,80,Reg,Inside,Lvl,Gtl,NWAmes,6,5,3,3,4,3,1259,5,1,1353,3,1,3,478,3,3,240,0,2007,192350,8,6,141,3,30,9,12,9
8800,80,Reg,Inside,Lvl,Gtl,NAmes,7,6,3,3,3,3,1174,5,1,1200,3,1,3,440,3,3,0,0,2007,163500,41,7,0,2,42,9,9,9
11839,86,Reg,Inside,Lvl,Gtl,SawyerW,7,5,3,3,4,3,1475,5,1,2329,4,1,5,514,3,3,192,0,2008,262280,18,9,121,3,35,9,12,9
9135,70,Reg,Inside,Lvl,Gtl,CollgCr,7,5,4,3,4,3,1536,5,1,1536,4,0,0,532,3,3,192,0,2008,214000,5,7,74,3,35,12,12,9
14115,90,IR1,Inside,Lvl,Gtl,Crawfor,6,7,3,3,3,3,1073,5,1,1811,5,1,4,470,3,3,0,0,2006,230000,2,4,280,3,42,9,9,9
14154,109,Reg,Corner,Lvl,Gtl,NridgHt,7,5,4,3,5,4,1063,5,1,2172,4,1,4,947,3,3,192,0,2007,280000,1,7,62,4,35,12,20,9
6565,65,Reg,Corner,Lvl,Gtl,IDOTRR,4,6,3,3,3,3,1073,4,1,1073,3,0,0,720,3,3,0,0,2007,140000,27,6,444,1,24,9,9,9
7700,70,Reg,Inside,Lvl,Gtl,NAmes,6,5,3,3,3,3,756,3,1,1839,3,1,3,442,3,3,0,0,2010,155000,44,7,340,2,30,9,9,9
4761,63,Reg,Corner,Lvl,Gtl,IDOTRR,3,3,2,2,3,2,1020,2,0,1020,2,0,0,0,0,0,0,0,2006,64500,56,4,105,1,9,4,6,0
12361,87,IR1,CulDSac,Lvl,Gtl,SawyerW,6,7,4,4,4,3,946,5,1,1802,4,1,4,1017,3,3,450,0,2010,218000,17,8,92,3,42,16,12,9
9720,72,Reg,Inside,Lvl,Gtl,CollgCr,5,7,3,3,3,5,995,3,1,1009,3,1,2,576,3,3,0,0,2007,160000,30,6,0,3,35,9,15,9
8640,72,Reg,Inside,Lvl,Gtl,Somerst,8,5,4,3,4,3,1338,5,1,1338,4,0,0,598,3,3,0,0,2007,208900,0,6,141,4,40,12,12,9
47007,123,IR1,Inside,Lvl,Gtl,Edwards,5,7,3,3,0,0,0,3,1,3820,5,2,4,624,3,3,0,0,2008,284700,12,10,372,1,35,9,0,9
3180,30,Reg,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,689,5,1,1392,4,0,0,540,3,3,0,0,2008,146000,1,5,102,4,35,12,12,9
14963,38,IR2,Inside,Lvl,Gtl,Veenker,8,5,4,3,4,3,1260,5,1,1288,5,2,4,500,3,3,120,0,2008,245500,12,5,254,4,40,12,12,9
5000,50,Reg,Inside,Bnk,Mod,BrkSide,6,7,3,3,3,3,992,5,1,1013,3,0,0,160,2,3,0,0,2008,113000,58,5,101,2,42,9,9,6
16870,129,IR1,FR3,Lvl,Gtl,NridgHt,8,5,4,3,5,3,1782,5,1,1782,4,2,4,932,3,3,99,0,2009,296000,4,7,82,4,40,12,15,9
14157,86,IR1,Corner,HLS,Gtl,StoneBr,9,5,4,3,5,3,1922,5,1,1922,4,1,4,676,3,3,178,0,2007,377426,1,7,51,4,45,12,15,9
12456,96,Reg,FR2,Lvl,Gtl,NridgHt,10,5,5,3,5,3,1700,5,1,1718,5,1,4,786,3,3,216,0,2009,337500,2,7,48,4,50,15,15,9
14836,100,IR1,Inside,HLS,Mod,NridgHt,10,5,5,3,5,3,2492,5,1,2492,5,1,5,949,3,3,226,0,2009,552000,4,7,235,4,50,15,15,9
6956,56,Reg,Inside,Lvl,Gtl,Edwards,4,7,3,4,2,3,624,5,1,936,3,0,0,265,3,1,0,0,2006,97900,56,5,0,1,28,12,6,3
7862,75,IR1,Inside,Lvl,Gtl,Somerst,6,5,4,3,4,3,1218,5,1,1218,4,0,0,676,3,3,0,0,2009,208300,0,5,102,4,30,12,12,9
11050,69,Reg,Inside,Lvl,Gtl,Mitchel,7,5,3,3,4,3,910,5,1,1820,4,1,3,816,3,3,318,0,2008,213000,11,7,32,2,35,9,12,9
8924,57,IR1,CulDSac,Lvl,Gtl,CollgCr,7,5,3,3,4,3,880,5,1,1724,4,0,0,527,3,3,120,0,2008,188000,9,7,155,3,35,9,12,9
9610,69,IR1,Corner,Lvl,Gtl,NAmes,6,6,3,3,3,3,1121,5,1,1336,3,1,3,488,3,3,80,0,2006,162000,48,6,0,2,36,9,9,9
13710,75,Reg,Inside,Lvl,Gtl,IDOTRR,5,5,3,3,3,3,910,3,1,1558,3,0,0,282,3,3,289,0,2007,152000,57,7,0,1,25,9,9,9
12552,100,Reg,Corner,Lvl,Gtl,Somerst,7,5,4,3,4,3,991,5,1,1947,4,1,4,678,3,3,0,0,2010,254900,5,7,136,4,35,12,12,9
14565,43,IR2,CulDSac,Lvl,Gtl,SawyerW,7,5,4,3,4,3,832,5,1,1657,4,0,0,483,3,3,144,0,2008,189000,13,7,74,3,35,12,12,9
18559,56,IR1,CulDSac,Lvl,Gtl,NWAmes,7,5,4,4,4,3,2048,3,1,2064,4,2,2,550,3,3,200,0,2008,235000,30,7,0,3,35,16,12,9
10880,68,Reg,Inside,Lvl,Gtl,Edwards,5,5,3,3,3,3,1164,3,0,1164,3,0,0,240,3,3,0,0,2008,125000,58,6,48,1,25,9,9,9
2280,24,Reg,FR2,Lvl,Gtl,NPkVill,7,6,3,3,4,3,836,5,1,836,3,0,0,308,3,3,0,0,2010,120000,35,4,30,2,42,9,12,9
31250,125,Reg,Inside,Lvl,Gtl,Mitchel,1,3,3,2,0,0,0,3,1,1600,3,0,0,270,2,3,0,0,2006,81500,55,6,135,2,3,6,0,6
11841,81,Reg,Inside,Lvl,Gtl,Edwards,6,5,3,4,4,3,816,3,1,816,3,0,0,0,0,0,0,0,2007,118500,17,6,32,1,30,12,12,0
9187,85,Reg,Inside,Lvl,Gtl,Somerst,9,5,5,3,5,3,1766,5,1,1766,5,1,4,478,3,3,195,0,2009,370878,0,7,130,4,45,15,15,9
6270,82,Reg,Inside,HLS,Gtl,Crawfor,5,6,3,3,3,3,1001,3,0,2002,3,0,0,871,3,3,0,0,2007,145000,57,8,0,3,30,9,9,9
15660,69,IR1,Corner,Lvl,Gtl,Crawfor,7,9,4,4,3,3,798,5,1,1954,4,2,3,431,3,3,0,0,2008,311500,2,7,269,3,63,16,9,9
3087,43,Reg,Inside,Lvl,Gtl,Blmngtn,7,5,4,3,4,3,1220,5,1,1364,4,1,4,437,3,3,100,0,2006,210250,0,6,16,4,35,12,12,9
13450,95,IR1,Corner,Lvl,Gtl,CollgCr,7,5,4,3,4,3,916,5,1,1861,4,0,0,492,3,3,146,0,2006,200000,4,8,91,3,35,12,12,9
10125,75,Reg,Inside,Lvl,Gtl,Mitchel,5,5,3,3,0,0,0,3,1,1734,4,0,0,539,3,3,0,0,2009,126000,32,8,0,2,25,9,0,9
8146,80,Reg,Corner,Lvl,Gtl,OldTown,4,8,4,4,2,3,405,4,1,1039,3,0,0,281,3,3,0,0,2009,114000,6,4,279,2,32,16,6,9
9600,60,Reg,Inside,Lvl,Gtl,OldTown,4,4,4,4,2,3,677,3,1,1510,4,0,0,720,3,3,0,0,2009,87500,59,6,160,2,16,16,6,9
12328,98,IR1,Inside,Lvl,Gtl,StoneBr,8,5,4,3,5,3,1149,5,1,2541,5,1,4,729,3,3,120,0,2007,349265,2,10,32,4,40,12,15,9
10141,76,IR1,Inside,Lvl,Gtl,SawyerW,8,5,4,3,4,3,1512,5,1,1512,4,0,0,845,3,3,210,0,2009,203000,5,6,36,3,40,12,12,9
8529,65,IR1,Inside,Lvl,Gtl,SawyerW,7,5,4,3,4,3,1454,5,1,1434,4,1,3,527,3,3,290,0,2009,189000,8,6,39,3,35,12,12,9
8127,65,IR1,Inside,Lvl,Gtl,Somerst,7,5,4,3,4,3,812,5,1,1653,4,0,0,628,3,3,0,0,2009,209000,6,8,45,4,35,12,12,9
8400,70,Reg,Corner,Lvl,Gtl,OldTown,6,7,3,3,2,4,917,4,1,2007,5,0,0,357,3,3,0,0,2009,160000,59,6,235,2,42,9,8,9
10751,44,IR1,CulDSac,Lvl,Gtl,Sawyer,5,5,3,3,2,3,1037,3,1,1037,3,0,0,431,3,3,136,0,2007,129000,33,5,47,1,25,9,6,9
10010,77,Reg,Inside,Lvl,Mod,Mitchel,5,5,3,3,4,3,1389,4,1,1389,3,1,3,418,3,3,240,0,2006,170000,31,5,38,2,25,9,12,9
4280,40,Reg,Inside,Lvl,Gtl,Crawfor,5,6,3,3,3,3,440,3,0,694,4,1,4,352,4,3,0,0,2007,90350,5,4,34,3,30,9,9,12
9600,60,Reg,Corner,Lvl,Gtl,Edwards,6,5,3,3,3,3,572,2,0,1096,3,0,0,0,0,0,0,0,2008,79000,58,4,136,1,30,9,9,0
9800,70,Reg,Corner,Lvl,Gtl,CollgCr,5,7,3,3,3,3,894,3,1,894,3,0,0,552,3,3,256,0,2006,149900,34,6,0,3,35,9,9,9
7560,63,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,4,3,864,3,1,864,3,0,0,576,3,3,0,0,2008,123000,37,6,0,2,25,9,12,9
9600,60,Reg,Inside,Lvl,Gtl,OldTown,4,2,3,3,3,2,1095,2,0,1774,3,0,0,779,2,2,0,0,2006,87000,56,9,90,2,8,9,6,4
9880,76,Reg,Inside,Lvl,Gtl,Mitchel,6,6,3,3,3,3,1096,3,1,1118,3,1,1,358,3,3,203,576,2008,171000,31,6,0,2,36,9,9,9
9600,80,Reg,Inside,Lvl,Gtl,NAmes,6,5,3,3,3,3,1032,3,1,1252,3,0,0,288,3,3,0,0,2008,119000,58,5,96,2,30,9,9,9
7931,70,Reg,Inside,Lvl,Gtl,NAmes,5,5,3,3,3,3,1148,3,1,1148,3,0,0,672,3,3,0,0,2009,132500,50,6,0,2,25,9,9,9
5100,69,Reg,Inside,Lvl,Gtl,OldTown,8,7,3,4,3,3,588,2,1,1666,4,1,4,228,3,3,192,0,2008,161000,12,5,63,2,56,12,9,9
9720,69,IR1,CulDSac,Lvl,Gtl,CollgCr,9,5,4,3,4,3,1357,5,1,1947,4,1,3,725,3,3,168,0,2008,274000,6,8,116,3,45,12,12,9
8521,70,Reg,FR2,Lvl,Gtl,Sawyer,5,5,3,3,3,3,912,3,1,912,3,1,2,336,3,3,0,0,2010,125000,43,5,0,1,25,9,9,9
8741,52,Reg,Inside,Lvl,Gtl,Edwards,5,6,3,3,3,3,1195,3,0,1195,3,0,0,0,0,0,118,0,2007,98500,57,8,0,1,30,9,9,0
12461,89,Reg,Corner,Lvl,Gtl,NoRidge,8,5,4,3,4,3,1624,5,1,1624,4,1,2,757,3,3,0,0,2006,262000,11,6,306,4,40,12,12,9
6950,76,IR1,Inside,Lvl,Gtl,CollgCr,5,7,3,3,3,3,914,3,1,914,3,0,0,444,3,3,0,0,2009,134900,30,5,0,3,35,9,9,9
